FL1-H	FL2-H	FL3-H	FL4-H
145	610	0	767
0	663	0	737
167	767	31	758
287	657	401	769
57	0	22	718
137	579	47	731
20	808	10	726
106	0	3	709
103	0	360	277
0	584	0	728
18	163	0	640
129	791	15	756
0	714	0	754
197	205	172	702
155	357	288	696
63	41	0	729
41	734	437	713
225	825	0	780
7	773	0	744
192	70	0	705
200	0	422	727
154	178	134	708
0	675	0	751
98	202	57	727
0	600	64	721
0	0	185	723
127	220	203	722
0	779	6	776
18	684	153	759
226	0	445	305
177	62	80	724
88	0	14	713
51	714	0	744
95	722	0	781
187	0	85	676
0	205	257	668
0	830	139	756
159	174	0	738
198	792	0	739
246	27	321	401
5	733	35	761
624	1008	880	580
0	714	94	764
127	308	0	679
77	206	261	613
260	0	195	705
94	25	263	702
223	0	81	734
0	768	185	786
0	741	0	730
170	728	0	719
53	574	125	744
172	29	131	706
111	0	0	757
84	0	173	661
143	820	0	725
21	0	0	767
0	256	0	663
0	718	0	746
204	0	220	682
135	750	4	786
0	844	114	767
153	810	0	717
1	666	122	748
261	76	265	677
70	773	0	746
110	0	329	720
0	561	154	698
60	592	41	713
1	718	49	748
117	0	323	666
82	739	0	710
381	0	797	555
33	664	493	728
0	202	0	706
235	156	61	719
49	890	0	730
85	0	315	676
2	708	60	746
151	304	110	662
160	764	37	795
0	880	0	759
70	90	270	687
206	178	0	737
169	85	272	708
0	862	0	764
0	731	0	774
0	778	0	729
0	807	133	709
82	710	0	732
105	0	21	685
160	0	24	723
0	166	14	704
175	0	265	705
184	0	125	713
260	79	405	592
245	31	0	697
175	124	0	718
125	105	307	240
216	44	478	656
220	734	0	711
136	664	0	742
0	679	0	717
257	0	435	257
0	839	0	736
119	183	19	669
254	0	329	672
136	215	3	713
40	376	530	715
522	1009	851	600
226	255	244	796
271	161	344	359
189	658	308	736
163	0	247	742
0	746	255	716
127	623	0	733
207	0	269	665
132	616	0	771
0	696	0	749
202	16	146	742
89	232	0	705
0	818	0	751
224	0	369	349
204	749	83	719
141	916	0	759
0	75	135	718
99	705	0	731
18	74	81	707
115	786	0	780
81	784	0	738
0	84	309	265
74	732	0	716
0	806	0	752
74	680	32	746
41	792	18	735
0	789	11	742
233	0	129	723
99	4	285	707
0	821	0	747
0	785	0	739
147	181	0	777
138	0	107	720
321	0	425	397
38	781	0	730
142	733	0	792
89	804	0	771
139	0	271	703
0	612	0	747
49	789	10	756
19	812	0	765
33	16	243	701
119	97	79	697
0	654	0	732
206	192	282	350
23	562	0	715
231	55	237	763
85	803	0	763
156	0	5	670
39	744	0	709
283	133	0	739
267	19	102	775
178	65	0	714
133	773	0	704
13	735	0	728
0	799	0	719
0	792	0	750
218	0	0	720
75	852	0	733
0	664	82	724
128	688	489	686
264	11	69	745
149	0	2	716
165	754	0	710
263	0	399	210
177	786	91	711
0	501	998	0
26	685	0	703
167	559	595	783
105	215	0	656
27	833	0	736
125	197	0	700
119	195	193	673
206	0	117	720
198	25	340	385
218	50	170	671
176	0	78	738
189	110	37	731
224	824	0	712
125	138	96	683
0	575	0	748
73	690	289	716
3	803	0	723
127	722	37	706
80	781	0	730
0	771	0	770
215	11	0	719
153	718	0	666
264	149	292	318
196	761	0	764
109	931	0	757
176	697	0	735
47	987	345	722
110	706	314	698
121	0	90	760
156	0	144	685
0	775	0	765
327	1017	612	680
0	709	36	717
95	0	108	731
157	697	13	762
0	743	398	749
196	731	435	755
156	130	0	693
39	668	2	745
0	880	0	756
77	788	60	709
209	7	49	713
131	202	105	759
209	617	0	760
0	820	0	735
37	628	0	736
165	0	206	627
13	662	0	707
230	692	231	780
0	822	571	731
